N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,ACC+
190,squared_error,13,2.25,9,-12.55
100,absolute_error,17,5.5,14,0.0
90,squared_error,15,4.0,9,-12.79
170,squared_error,8,8.0,6,-12.96
180,squared_error,15,6.75,19,-12.43
60,poisson,8,3.0,17,-12.5
80,poisson,1,5.5,1,-11.51
170,squared_error,18,7.5,10,-12.27
140,absolute_error,14,3.5,9,0.0
150,poisson,8,5.5,14,-12.02
160,poisson,5,5.75,16,-12.3
80,squared_error,1,5.75,18,-12.0
200,absolute_error,17,1.0,17,0.0
100,poisson,11,5.5,18,-12.37
170,absolute_error,2,0.75,2,-0.58
150,absolute_error,12,2.5,1,-0.65
180,squared_error,19,9.0,8,-12.03
110,absolute_error,20,1.75,16,0.0
140,absolute_error,18,3.5,13,-1.37
150,squared_error,13,8.25,6,-12.4
80,poisson,9,8.25,9,-12.95
180,poisson,12,5.0,10,-12.88
80,squared_error,15,5.75,9,-12.14
170,squared_error,7,2.0,16,-12.77
40,poisson,4,6.0,6,-13.13
90,squared_error,19,7.25,5,-12.53
180,poisson,19,8.75,3,-12.76
140,squared_error,17,0.5,1,-11.65
110,poisson,5,5.75,3,-12.69
60,squared_error,16,0.75,7,-12.19
100,absolute_error,18,6.0,12,0.0
60,poisson,7,5.0,17,-12.76
160,squared_error,19,10.0,10,-13.09
110,poisson,3,3.75,1,-12.43
200,absolute_error,16,1.5,5,-0.97
110,squared_error,15,2.75,17,-13.43
110,poisson,15,3.0,2,-12.83
90,poisson,12,6.75,4,-12.73
140,squared_error,6,9.25,13,-12.57
90,squared_error,20,5.5,3,-12.7
70,poisson,16,4.5,8,-12.97
200,poisson,9,8.0,14,-12.64
70,squared_error,12,5.75,17,-12.76
120,absolute_error,1,5.25,18,0.0
40,absolute_error,1,3.25,7,0.0
40,absolute_error,8,5.0,3,0.0
130,absolute_error,20,1.0,16,-2.16
20,poisson,20,0.75,3,-11.69
110,poisson,6,3.0,18,-12.59
80,poisson,11,8.0,18,-13.07
150,poisson,4,0.25,12,-12.31
10,poisson,8,4.0,14,-13.25
10,absolute_error,1,9.75,19,0.0
60,absolute_error,4,7.25,4,0.0
160,poisson,16,1.25,6,-11.81
110,absolute_error,8,1.0,6,0.0
100,absolute_error,14,5.25,14,0.0
150,poisson,10,3.0,17,-12.36
120,poisson,7,8.0,11,-13.53
200,squared_error,14,3.75,8,-12.76
170,squared_error,5,4.5,13,-12.17
130,squared_error,15,7.5,6,-11.97
30,poisson,8,6.5,14,-12.41
200,absolute_error,6,0.0,8,-0.97
170,squared_error,12,1.75,11,-12.86
60,squared_error,4,4.75,14,-12.5
190,squared_error,16,5.5,16,-12.61
60,squared_error,4,1.0,9,-12.93
130,squared_error,9,7.0,16,-12.78
180,squared_error,8,7.0,16,-12.74
70,poisson,7,2.25,4,-12.94
10,absolute_error,11,1.5,17,0.0
40,absolute_error,16,8.5,17,-2.33
200,squared_error,18,6.0,20,-12.83
10,squared_error,15,0.5,12,-12.5
150,absolute_error,15,9.0,2,0.0
190,squared_error,19,0.0,5,-12.81
10,absolute_error,5,6.25,19,0.0
70,squared_error,3,5.75,16,-13.22
100,absolute_error,12,4.5,9,0.0
20,absolute_error,4,0.75,5,0.0
150,absolute_error,4,8.5,16,-1.28
110,squared_error,14,9.25,18,-12.94
80,squared_error,15,7.0,8,-13.13
130,absolute_error,18,4.75,20,0.0
130,poisson,2,4.75,13,-12.78
110,poisson,4,8.25,7,-12.55
70,squared_error,13,4.5,8,-12.27
200,squared_error,18,7.75,18,-12.76
100,absolute_error,18,9.25,16,0.0
20,poisson,12,7.25,11,-12.88
140,absolute_error,3,5.5,20,-1.37
10,poisson,3,5.5,19,-14.18
200,squared_error,14,8.25,9,-12.56
30,absolute_error,17,9.0,8,0.0
180,absolute_error,14,9.25,13,0.0
60,absolute_error,8,8.0,7,0.0
60,poisson,7,5.75,5,-12.67
190,squared_error,7,5.5,4,-11.84
100,poisson,15,2.5,14,-12.37
150,poisson,6,1.0,20,-12.81
30,squared_error,8,7.75,14,-12.59
170,poisson,15,9.5,7,-12.31
50,poisson,5,5.75,7,-12.18
190,squared_error,17,2.75,13,-12.4
170,squared_error,18,0.75,4,-12.38
170,absolute_error,13,6.25,3,-1.68
130,poisson,7,3.25,20,-13.76
170,absolute_error,20,8.0,20,0.0
100,absolute_error,20,2.75,13,-0.97
170,squared_error,18,4.5,18,-12.74
40,poisson,11,4.5,3,-12.88
80,squared_error,6,0.0,20,-12.79
170,poisson,19,2.75,14,-13.04
100,poisson,9,4.75,6,-12.73
80,squared_error,20,2.75,7,-12.27
170,absolute_error,20,8.25,4,0.0
90,poisson,19,0.25,5,-12.62
70,absolute_error,6,5.0,15,-1.37
160,squared_error,20,1.75,16,-13.01
140,poisson,20,7.25,1,-12.65
30,squared_error,18,7.5,20,-12.67
30,poisson,6,7.25,2,-13.01
70,squared_error,3,9.75,16,-12.57
50,poisson,8,1.25,19,-12.45
90,absolute_error,3,7.5,7,0.0
50,squared_error,20,6.0,11,-12.34
170,absolute_error,1,2.5,2,-1.14
190,absolute_error,20,6.5,11,-0.52
140,poisson,3,9.5,12,-13.01
70,poisson,1,3.75,16,-12.46
40,poisson,1,5.0,10,-12.63
60,absolute_error,4,8.0,4,0.0
140,absolute_error,4,3.25,4,-0.7
80,poisson,20,5.5,6,-11.79
40,absolute_error,18,0.75,6,0.0
70,absolute_error,12,6.5,4,-1.37
160,squared_error,20,2.5,9,-12.45
120,absolute_error,3,4.25,7,0.0
30,squared_error,13,8.0,18,-12.76
50,squared_error,15,7.5,5,-12.5
100,squared_error,12,6.75,1,-12.42
90,poisson,12,3.0,5,-11.69
60,poisson,8,0.25,13,-12.71
140,squared_error,8,2.75,7,-12.0
120,absolute_error,14,9.5,15,-1.59
10,squared_error,15,3.5,1,-11.97
90,absolute_error,13,0.5,11,-1.08
130,poisson,2,8.5,12,-12.38
80,poisson,18,7.5,1,-13.07
110,squared_error,15,4.0,14,-12.31
60,poisson,20,4.5,1,-11.26
10,absolute_error,19,9.75,4,0.0
200,poisson,2,4.25,17,-12.81
180,squared_error,2,3.5,9,-12.57
10,poisson,19,5.25,16,-12.76
150,absolute_error,6,1.25,1,-0.65
80,squared_error,9,0.0,4,-12.5
180,poisson,17,9.75,10,-12.56
110,absolute_error,14,2.25,16,0.0
50,absolute_error,14,5.25,13,0.0
200,absolute_error,15,5.0,10,-0.97
30,poisson,3,7.75,16,-11.4
120,absolute_error,15,5.5,13,0.0
200,squared_error,17,4.0,12,-12.26
140,poisson,16,2.5,12,-12.33
190,poisson,1,4.25,3,-11.85
70,poisson,8,6.5,13,-12.08
200,absolute_error,6,4.5,8,0.0
20,squared_error,3,8.5,20,-11.83
50,absolute_error,16,6.0,4,-3.57
150,squared_error,6,2.25,13,-11.86
30,absolute_error,20,6.25,17,0.0
110,squared_error,3,4.25,5,-12.43
20,absolute_error,12,5.75,19,0.0
30,squared_error,7,9.75,6,-12.59
80,absolute_error,18,8.5,19,-1.2
70,absolute_error,16,8.5,3,-1.37
120,squared_error,1,8.5,3,-12.84
130,absolute_error,8,2.25,9,-0.75
80,squared_error,1,3.5,5,-12.2
90,squared_error,8,2.75,16,-11.56
30,poisson,12,0.75,2,-12.59
50,absolute_error,13,1.75,15,-1.89
20,squared_error,16,6.5,9,-13.73
200,absolute_error,3,2.5,16,-0.49
50,absolute_error,20,0.0,17,0.0
10,squared_error,1,7.5,12,-14.39
190,squared_error,15,6.75,12,-12.36
170,poisson,2,3.0,16,-12.44
80,poisson,9,4.5,12,-13.01
50,absolute_error,16,3.75,6,0.0
160,absolute_error,7,4.25,3,0.0
180,squared_error,13,8.25,12,-12.64
70,squared_error,14,5.25,1,-11.97
40,poisson,3,6.25,18,-12.43
60,poisson,12,0.25,13,-12.37
150,squared_error,18,1.0,13,-12.15
70,squared_error,7,5.75,8,-12.57
190,poisson,13,1.5,16,-12.81
180,absolute_error,14,7.25,9,0.0
90,absolute_error,9,2.0,8,-2.08
130,squared_error,14,7.0,14,-11.99
130,squared_error,5,5.75,16,-12.78
170,poisson,12,2.5,1,-12.65
130,absolute_error,12,0.0,12,0.0
200,squared_error,9,10.0,3,-12.43
170,squared_error,12,5.25,16,-12.55
130,poisson,3,9.25,15,-12.32
60,absolute_error,1,7.25,11,0.0
100,poisson,17,5.0,15,-12.24
40,absolute_error,17,5.75,10,0.0
80,poisson,4,9.25,18,-12.0
100,absolute_error,6,7.5,10,-2.75
150,absolute_error,12,3.5,2,0.0
120,poisson,20,6.25,2,-12.21
110,poisson,19,9.25,5,-11.35
20,squared_error,3,4.75,9,-12.24
170,squared_error,12,1.75,16,-13.18
150,squared_error,1,7.5,13,-12.98
200,squared_error,8,0.5,9,-12.63
160,poisson,7,4.0,9,-12.65
90,squared_error,2,8.75,3,-13.7
150,poisson,7,2.0,13,-12.6
80,squared_error,13,9.75,4,-12.17
80,squared_error,12,9.0,19,-11.11
150,squared_error,14,7.75,16,-12.02
160,squared_error,3,6.75,8,-12.4
170,poisson,7,1.75,5,-12.79
110,poisson,13,7.5,2,-12.85
70,squared_error,11,4.75,5,-12.39
90,squared_error,12,8.0,8,-12.24
130,absolute_error,3,5.0,16,-0.75
120,squared_error,14,2.5,7,-12.9
190,absolute_error,2,6.25,10,-1.02
120,poisson,8,0.75,3,-12.24
70,poisson,6,3.0,13,-12.61
110,poisson,3,2.25,12,-12.45
190,squared_error,18,5.75,9,-12.66
70,absolute_error,8,9.25,8,0.0
130,poisson,9,1.75,19,-11.88
160,squared_error,10,2.75,14,-12.37
40,squared_error,19,0.5,17,-13.13
90,squared_error,3,7.25,6,-13.14
180,poisson,19,6.75,7,-12.54
10,poisson,1,3.0,2,-12.5
80,squared_error,19,9.25,2,-12.47
110,absolute_error,5,9.25,2,0.0
140,squared_error,20,4.5,12,-12.92
180,absolute_error,2,4.75,8,0.0
10,poisson,15,2.75,16,-13.49
90,squared_error,13,10.0,1,-12.76
130,poisson,2,6.0,19,-12.24
150,absolute_error,13,1.25,8,0.0
100,poisson,14,3.0,8,-12.5
90,poisson,12,0.5,17,-13.09
130,absolute_error,20,8.25,10,-0.75
200,squared_error,6,8.0,13,-13.05
20,absolute_error,12,3.0,12,0.0
190,poisson,3,3.75,5,-12.17
150,squared_error,4,2.5,17,-11.98
80,poisson,4,4.0,9,-12.63
20,squared_error,18,3.5,7,-11.55
180,squared_error,12,7.0,20,-12.69
50,squared_error,6,6.0,16,-11.23
160,absolute_error,20,8.0,16,-0.61
10,poisson,5,3.0,2,-12.5
150,absolute_error,18,5.25,4,0.0
160,poisson,15,1.5,20,-11.98
10,absolute_error,19,3.75,15,0.0
30,absolute_error,20,7.75,16,0.0
70,absolute_error,15,0.5,16,0.0
120,absolute_error,20,6.0,8,-0.81
150,squared_error,8,3.75,7,-12.55
50,absolute_error,4,7.25,9,0.0
90,poisson,12,10.0,19,-11.75
50,squared_error,11,2.0,18,-12.45
30,absolute_error,13,8.5,14,0.0
140,poisson,17,0.5,10,-12.33
40,squared_error,6,0.25,20,-12.24
190,squared_error,9,6.5,18,-12.53
120,absolute_error,9,6.25,9,0.0
140,squared_error,8,8.75,15,-12.94
140,absolute_error,17,2.0,18,0.0
150,squared_error,14,1.25,10,-12.34
80,poisson,18,7.0,17,-13.13
120,absolute_error,9,4.5,4,0.0
70,absolute_error,14,8.5,14,0.0
20,squared_error,2,2.75,8,-13.13
80,poisson,1,1.75,3,-12.66
120,squared_error,20,6.0,1,-12.71
30,squared_error,11,5.0,15,-12.84
130,squared_error,16,6.5,2,-12.5
30,absolute_error,5,5.25,3,0.0
70,absolute_error,12,7.25,12,0.0
150,absolute_error,16,8.0,4,-0.65
190,poisson,14,1.75,10,-12.46
100,poisson,20,8.25,20,-12.71
20,poisson,10,4.75,2,-12.24
90,absolute_error,1,0.75,14,0.0
10,poisson,5,6.5,6,-14.61
70,absolute_error,14,9.75,16,0.0
150,poisson,5,2.5,13,-12.36
70,absolute_error,20,1.75,5,0.0
20,poisson,9,4.5,14,-14.29
140,poisson,12,2.5,2,-12.56
100,absolute_error,20,6.25,20,0.0
40,squared_error,3,6.5,9,-11.97
60,poisson,18,9.5,7,-12.67
150,squared_error,5,7.75,10,-12.47
100,poisson,16,4.75,16,-12.32
140,squared_error,15,3.25,19,-12.46
160,poisson,20,4.75,1,-12.29
50,squared_error,1,7.25,11,-12.76
30,absolute_error,20,4.25,11,0.0
60,absolute_error,6,8.0,20,0.0
20,poisson,18,5.0,18,-13.01
200,absolute_error,18,6.75,20,0.0
50,absolute_error,10,3.25,11,0.0
180,poisson,9,5.0,1,-12.49
120,absolute_error,11,2.5,3,0.0
150,squared_error,17,5.75,6,-11.74
100,absolute_error,9,8.75,9,0.0
70,poisson,18,3.25,20,-12.72
40,absolute_error,15,7.0,18,-6.12
90,poisson,10,4.0,13,-12.38
180,poisson,9,5.25,16,-12.63
20,absolute_error,7,8.5,10,0.0
160,poisson,11,9.75,18,-12.61
170,squared_error,10,9.5,2,-13.04
160,squared_error,18,0.75,15,-12.12
120,absolute_error,12,1.25,15,0.0
30,squared_error,14,1.25,20,-11.31
60,poisson,6,5.0,13,-12.54
20,poisson,18,9.0,7,-11.97
30,squared_error,18,6.75,13,-11.69
190,squared_error,6,8.25,12,-12.85
190,poisson,5,0.75,13,-12.66
130,absolute_error,13,4.75,8,0.0
60,absolute_error,20,7.75,10,0.0
150,absolute_error,10,5.5,20,0.0
70,squared_error,20,0.25,7,-12.43
20,squared_error,15,5.0,20,-13.73
140,poisson,12,9.25,12,-12.78
80,absolute_error,15,7.25,10,0.0
140,absolute_error,15,3.5,8,0.0
80,squared_error,16,10.0,1,-12.91
150,poisson,10,7.75,20,-12.34
10,poisson,4,8.75,12,-10.81
100,absolute_error,15,3.5,1,0.0
190,absolute_error,8,5.25,9,0.0
60,absolute_error,15,7.0,18,0.0
70,squared_error,8,8.75,12,-11.65
70,absolute_error,10,4.5,10,0.0
80,poisson,17,6.75,5,-12.37
60,squared_error,7,2.25,6,-11.74
10,absolute_error,11,0.0,9,0.0
80,absolute_error,3,0.5,3,-1.2
160,poisson,17,3.25,11,-12.37
130,absolute_error,4,6.25,5,0.0
40,squared_error,5,1.5,2,-11.76
150,poisson,3,2.5,5,-12.15
100,absolute_error,17,1.5,1,0.0
50,squared_error,19,1.75,14,-12.13
110,squared_error,6,8.75,17,-12.28
190,absolute_error,18,9.5,1,0.0
80,absolute_error,13,0.0,7,0.0
160,absolute_error,16,5.25,8,0.0
20,poisson,16,7.25,5,-11.11
30,poisson,3,3.0,7,-12.15
90,poisson,1,5.25,20,-12.53
40,absolute_error,1,9.75,2,0.0
140,squared_error,4,8.25,10,-13.01
200,squared_error,10,3.5,11,-12.73
110,squared_error,2,2.0,2,-12.64
180,squared_error,4,1.0,2,-12.79
170,squared_error,15,7.25,3,-12.95
80,squared_error,8,7.0,19,-11.83
110,squared_error,15,8.5,13,-12.5
30,poisson,2,6.0,2,-12.06
110,absolute_error,13,3.75,2,0.0
150,squared_error,5,6.5,17,-12.34
200,squared_error,14,5.25,15,-12.6
90,poisson,17,7.25,11,-11.94
110,squared_error,2,8.0,12,-12.59
170,absolute_error,3,7.0,6,-1.14
60,absolute_error,13,7.25,6,-1.59
170,squared_error,20,8.25,16,-12.0
70,squared_error,2,6.75,17,-13.08
80,absolute_error,7,8.0,3,0.0
170,absolute_error,16,4.0,18,0.0
190,squared_error,13,10.0,7,-12.69
140,squared_error,10,6.5,16,-12.95
70,poisson,16,4.5,3,-12.12
90,squared_error,11,2.75,15,-11.56
120,absolute_error,7,2.75,7,0.0
70,absolute_error,11,6.0,17,0.0
140,squared_error,2,6.25,20,-12.63
80,squared_error,14,0.25,5,-12.14
60,absolute_error,2,8.75,5,0.0
170,poisson,3,7.0,7,-12.25
200,absolute_error,3,4.25,1,0.0
100,absolute_error,10,7.25,7,0.0
150,absolute_error,14,3.25,4,-0.65
70,poisson,2,1.25,19,-12.9
100,squared_error,5,3.25,6,-12.96
140,squared_error,5,9.5,5,-12.76
90,poisson,14,5.0,20,-12.81
200,poisson,18,6.25,7,-12.46
110,squared_error,11,10.0,14,-12.52
120,poisson,9,7.75,1,-12.26
150,absolute_error,7,0.25,2,0.0
10,poisson,14,10.0,8,-13.25
130,poisson,4,4.0,12,-12.82
10,squared_error,20,0.75,20,-11.4
50,squared_error,12,6.5,5,-12.66
40,squared_error,15,3.75,2,-12.1
80,squared_error,16,6.5,14,-12.17
160,poisson,11,0.25,5,-12.47
200,squared_error,2,3.75,5,-12.78
10,absolute_error,14,9.5,18,0.0
60,poisson,3,3.75,9,-12.28
120,absolute_error,2,8.5,14,-1.59
160,poisson,14,5.75,8,-12.32
70,poisson,16,0.75,8,-12.97
110,poisson,2,3.25,10,-12.62
200,squared_error,14,3.0,17,-12.78
140,absolute_error,19,5.75,3,0.0
110,absolute_error,11,9.75,12,-0.88
200,squared_error,15,1.0,17,-12.64
180,squared_error,17,1.0,3,-12.56
190,squared_error,9,4.25,3,-12.15
170,absolute_error,8,1.75,3,0.0
180,absolute_error,14,3.0,4,-0.55
80,squared_error,10,2.25,14,-13.4
200,poisson,2,7.5,15,-12.67
120,absolute_error,4,5.0,11,0.0
90,squared_error,5,5.0,12,-12.76
30,squared_error,16,0.75,12,-13.49
140,squared_error,20,8.75,9,-12.54
150,poisson,11,6.75,5,-12.77
120,poisson,2,5.75,4,-12.74
160,squared_error,14,8.0,4,-12.65
60,squared_error,8,7.25,18,-12.54
30,squared_error,6,0.25,1,-11.59
90,absolute_error,4,9.0,7,-2.08
110,squared_error,19,0.5,19,-12.45
20,absolute_error,19,1.5,6,-4.35
150,poisson,5,2.0,14,-12.45
200,squared_error,17,0.0,11,-12.55
120,poisson,9,2.5,9,-12.93
20,absolute_error,16,3.5,2,0.0
60,squared_error,4,4.0,4,-12.1
130,squared_error,1,3.5,11,-12.76
30,poisson,3,1.75,18,-12.84
10,absolute_error,11,9.75,1,0.0
170,poisson,8,7.25,17,-11.92
60,poisson,9,6.25,11,-13.33
110,absolute_error,2,4.0,12,-0.88
60,poisson,2,3.25,18,-12.41
180,poisson,16,2.5,17,-12.84
40,absolute_error,13,3.0,8,-2.33
160,squared_error,19,8.5,9,-12.85
130,absolute_error,16,6.5,20,-0.75
190,absolute_error,2,6.25,2,-0.52
200,squared_error,10,4.5,10,-12.68
80,poisson,19,8.0,2,-12.82
130,squared_error,14,1.75,3,-12.28
160,poisson,3,7.75,13,-12.95
140,poisson,18,10.0,20,-12.7
70,squared_error,20,7.5,4,-12.43
10,squared_error,11,0.25,10,-13.01
150,absolute_error,13,5.75,9,-0.65
30,poisson,11,0.25,20,-13.33
90,poisson,12,8.25,5,-13.25
50,absolute_error,13,2.75,20,0.0
30,poisson,10,4.0,10,-12.67
190,poisson,13,6.25,16,-12.21
120,squared_error,15,9.25,14,-11.87
180,absolute_error,14,3.75,3,-0.55
50,poisson,1,1.0,17,-12.18
130,absolute_error,9,9.5,16,0.0
60,absolute_error,12,0.5,14,0.0
170,absolute_error,4,1.75,2,0.0
190,squared_error,16,3.25,8,-12.51
70,absolute_error,9,0.5,7,0.0
70,absolute_error,18,1.0,14,0.0
130,absolute_error,12,1.75,11,0.0
20,absolute_error,13,7.75,18,0.0
10,poisson,4,1.0,19,-12.5
190,poisson,4,2.5,19,-12.78
80,squared_error,4,5.75,15,-12.24
70,poisson,17,1.75,17,-11.32
170,absolute_error,15,7.25,5,0.0
60,absolute_error,17,3.0,16,0.0
120,poisson,17,4.75,2,-13.13
110,squared_error,14,2.0,1,-12.73
90,absolute_error,11,2.25,18,0.0
150,poisson,3,7.75,10,-12.62
140,squared_error,6,3.75,12,-12.68
200,poisson,4,9.75,4,-12.34
160,squared_error,12,3.0,1,-12.27
80,poisson,18,3.75,14,-12.76
150,squared_error,10,3.5,10,-12.72
170,poisson,18,3.75,20,-12.42
140,poisson,3,1.5,4,-12.43
160,absolute_error,14,3.25,20,0.0
190,absolute_error,5,7.25,18,0.0
20,poisson,12,8.25,15,-10.96
170,squared_error,9,2.75,8,-12.59
190,poisson,15,0.75,11,-12.36
70,poisson,2,6.0,8,-12.04
140,poisson,19,1.25,6,-12.97
30,absolute_error,1,6.5,17,0.0
10,poisson,18,6.75,13,-12.5
130,squared_error,7,8.75,6,-12.48
60,poisson,5,6.75,14,-13.01
110,squared_error,8,2.0,7,-12.38
90,absolute_error,15,9.0,9,0.0
130,absolute_error,12,8.0,11,-0.75
130,absolute_error,9,4.0,4,0.0
20,poisson,1,4.0,2,-13.49
190,squared_error,4,5.0,2,-12.02
120,absolute_error,3,8.5,13,0.0
160,poisson,17,3.75,13,-13.24
90,squared_error,6,4.5,12,-12.98
20,squared_error,1,4.5,2,-11.97
180,absolute_error,3,9.0,10,-0.55
150,absolute_error,9,2.75,13,0.0
80,poisson,20,2.0,11,-12.76
190,squared_error,8,3.5,1,-12.69
190,squared_error,3,5.75,20,-12.42
150,absolute_error,14,7.25,5,-1.28
160,poisson,20,5.5,10,-12.55
20,absolute_error,3,8.5,3,-4.35
80,poisson,8,4.75,16,-12.47
10,squared_error,18,5.75,6,-13.01
150,squared_error,3,6.25,3,-13.06
30,squared_error,17,0.0,19,-12.67
180,poisson,5,9.0,7,-13.14
50,squared_error,9,3.0,14,-12.76
150,poisson,12,9.25,15,-12.82
70,absolute_error,18,3.75,9,0.0
60,absolute_error,13,10.0,5,0.0
40,poisson,11,9.5,1,-12.5
170,poisson,8,0.5,16,-12.0
170,poisson,1,3.25,7,-12.92
80,squared_error,17,3.0,2,-12.63
150,poisson,1,7.0,6,-12.11
110,absolute_error,17,5.5,16,0.0
130,absolute_error,14,2.25,19,-2.16
90,squared_error,13,3.75,19,-11.4
180,poisson,17,3.5,6,-12.19
110,squared_error,16,0.75,2,-11.74
80,squared_error,1,0.75,16,-12.76
120,poisson,5,8.75,13,-12.19
200,squared_error,8,0.5,18,-12.62
70,squared_error,11,0.0,7,-12.08
190,absolute_error,9,3.25,6,-1.02
80,squared_error,14,9.25,3,-13.04
70,absolute_error,15,4.5,19,0.0
60,squared_error,11,8.0,15,-13.05
80,absolute_error,17,6.5,3,0.0
50,absolute_error,10,1.75,20,0.0
170,poisson,15,7.25,11,-12.3
130,poisson,16,4.0,11,-12.32
200,poisson,8,1.5,18,-12.22
140,squared_error,1,6.75,8,-12.14
60,absolute_error,6,4.75,19,-1.59
20,squared_error,16,10.0,15,-11.97
170,poisson,14,0.75,12,-12.36
160,poisson,3,2.25,16,-12.42
40,poisson,13,9.0,13,-11.9
70,absolute_error,9,7.0,4,0.0
100,absolute_error,11,8.5,16,0.0
90,squared_error,20,5.0,15,-12.93
40,poisson,10,2.25,15,-12.37
70,poisson,7,0.0,2,-12.35
100,poisson,17,8.25,6,-11.43
150,poisson,5,2.25,7,-12.98
40,squared_error,7,8.75,7,-13.73
90,squared_error,1,7.0,9,-11.63
150,poisson,7,5.75,15,-12.52
190,absolute_error,19,8.0,19,0.0
80,absolute_error,1,6.5,10,-1.2
80,squared_error,16,0.75,19,-12.2
170,poisson,4,3.75,3,-12.86
170,squared_error,10,2.5,13,-12.91
190,absolute_error,1,8.0,18,-0.52
50,squared_error,20,7.75,9,-11.74
180,poisson,10,4.5,1,-12.98
80,squared_error,3,7.25,5,-12.5
110,absolute_error,10,0.75,10,0.0
140,poisson,11,8.0,5,-12.33
170,squared_error,18,8.5,7,-12.62
30,absolute_error,14,7.25,20,0.0
80,squared_error,11,8.5,19,-12.43
70,poisson,15,5.25,20,-12.12
100,squared_error,7,9.0,6,-12.91
180,squared_error,7,9.25,20,-12.99
190,poisson,9,8.25,12,-12.19
30,poisson,1,10.0,9,-12.41
190,poisson,8,9.25,11,-12.76
40,poisson,19,6.25,5,-12.63
110,poisson,8,0.5,15,-12.89
150,absolute_error,3,1.75,12,-1.89
170,squared_error,17,0.5,15,-12.2
100,absolute_error,10,2.0,15,0.0
80,poisson,16,7.75,2,-12.66
20,squared_error,2,4.75,19,-12.88
140,poisson,7,7.0,18,-12.72
60,absolute_error,16,9.5,20,0.0
40,poisson,20,2.75,5,-11.76
190,squared_error,14,4.75,19,-12.81
150,absolute_error,8,10.0,12,0.0
10,poisson,2,9.75,11,-13.01
20,absolute_error,13,8.75,14,0.0
40,absolute_error,20,3.25,7,0.0
190,poisson,13,0.0,19,-12.61
100,absolute_error,19,5.0,13,0.0
130,squared_error,19,4.75,13,-12.7
90,absolute_error,18,9.25,15,0.0
120,squared_error,2,2.75,13,-12.01
40,poisson,12,0.5,12,-12.63
30,squared_error,20,2.75,14,-12.5
190,poisson,3,0.75,17,-12.51
190,squared_error,16,6.5,15,-12.46
190,poisson,17,5.25,9,-12.53
80,poisson,16,5.25,11,-11.0
100,squared_error,19,6.5,7,-12.58
90,absolute_error,11,6.0,6,-1.08
150,poisson,4,1.25,20,-12.59
50,squared_error,15,7.5,19,-12.86
110,absolute_error,6,3.5,4,0.0
120,absolute_error,1,3.0,17,0.0
120,poisson,11,3.25,20,-12.54
100,squared_error,19,4.25,6,-13.03
70,squared_error,14,4.0,8,-12.76
190,absolute_error,13,6.25,15,0.0
130,poisson,14,9.0,6,-12.6
20,absolute_error,3,5.75,5,0.0
130,poisson,16,4.75,14,-12.46
160,poisson,3,9.75,6,-12.25
180,poisson,18,6.25,1,-12.44
50,absolute_error,11,0.5,6,-1.89
170,squared_error,11,1.25,9,-12.16
90,poisson,10,7.5,5,-11.97
160,absolute_error,13,6.75,7,-0.61
50,poisson,13,1.0,16,-12.18
60,squared_error,1,3.25,13,-12.41
160,squared_error,18,3.25,8,-11.71
30,squared_error,13,4.25,12,-13.33
80,squared_error,9,7.75,8,-11.37
30,poisson,16,7.0,13,-13.41
140,absolute_error,13,2.0,15,-1.37
130,poisson,12,0.0,9,-12.8
130,squared_error,18,7.75,19,-12.36
110,poisson,20,6.0,7,-12.73
90,poisson,13,7.75,14,-12.59
170,poisson,13,4.5,9,-12.99
150,squared_error,6,8.25,12,-12.32
160,poisson,20,4.75,14,-12.87
80,poisson,12,7.0,9,-12.73
40,squared_error,14,5.75,17,-12.76
150,absolute_error,7,8.5,18,0.0
70,squared_error,14,0.75,6,-12.54
30,poisson,17,5.5,20,-12.84
70,absolute_error,17,5.25,5,-1.37
190,poisson,8,0.25,9,-12.78
50,squared_error,20,4.5,17,-12.5
40,squared_error,5,7.75,11,-11.97
140,poisson,5,4.25,20,-12.46
110,absolute_error,6,4.0,6,0.0
170,poisson,9,7.75,19,-12.58
120,poisson,1,5.75,5,-12.3
90,squared_error,6,4.0,19,-11.94
50,squared_error,4,5.25,2,-12.6
60,squared_error,4,10.0,4,-13.09
10,absolute_error,4,8.0,15,0.0
200,poisson,7,7.5,1,-12.5
90,squared_error,13,1.25,8,-12.93
150,squared_error,3,5.5,14,-12.15
10,poisson,13,0.5,12,-12.76
200,poisson,9,5.75,18,-12.55
100,absolute_error,10,4.25,17,-0.97
190,absolute_error,14,9.75,10,-1.51
200,poisson,4,1.5,1,-12.69
60,poisson,19,4.0,20,-11.59
170,poisson,10,2.75,1,-12.42
140,squared_error,6,2.5,14,-13.01
120,squared_error,11,7.25,11,-11.78
100,squared_error,10,3.25,11,-12.66
140,squared_error,16,4.5,20,-12.67
110,absolute_error,19,4.0,5,0.0
90,poisson,17,2.75,2,-11.75
170,absolute_error,18,0.0,8,-1.14
120,poisson,9,3.25,11,-12.32
50,absolute_error,6,9.0,6,0.0
30,absolute_error,15,3.75,2,0.0
90,squared_error,2,6.25,4,-12.44
100,absolute_error,18,5.75,17,0.0
70,squared_error,2,4.5,10,-12.12
70,squared_error,8,9.5,4,-12.08
110,squared_error,8,1.25,14,-13.58
10,poisson,14,0.5,3,-12.5
150,squared_error,17,6.5,5,-12.55
